video1 1280 720 1 30
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,5,465,138,0,0,21.9971,44.0027,
27,5,466,139,0.166722,0.666889,22.4985,45.0013,
28,5,466,140,0.542246,0.666725,23.2493,46.5007,
29,5,466,140,0.27205,0.362486,23.1246,46.2503,
30,5,466,140,0.215256,0.554763,23.5623,47.6252,
31,5,466,141,0.215256,0.554763,23.5623,47.6252,
32,5,466,141,0.200262,0.454587,23.2812,46.8126,
33,5,467,142,0.200262,0.454587,23.2812,46.8126,
34,5,466,142,0.122176,0.470102,23.6406,47.9063,
35,5,466,142,0.0885824,0.477106,22.8203,45.9531,
36,5,466,142,0.0452072,0.411,22.9101,45.9766,
37,5,466,143,0.039519,0.41824,23.4551,47.4883,
38,5,466,144,0.0346174,0.407643,23.7275,47.2441,
39,5,466,144,0.0468367,0.370593,23.3638,46.6221,
40,5,467,144,0.0537838,0.317803,22.1819,44.811,
41,5,467,144,0.0571207,0.315744,22.5909,45.4055,
42,5,466,144,0.0725458,0.319639,23.2955,47.2028,
43,5,467,145,0.0675548,0.327736,23.1477,46.6014,
44,5,467,146,0.0903344,0.35299,23.0739,46.3007,
45,5,467,146,0.105138,0.362254,23.0369,46.1503,
46,5,467,147,0.113529,0.401388,23.0185,46.5752,
47,5,468,147,0.130843,0.4062,22.5092,45.2876,
48,5,468,147,0.130843,0.4062,22.5092,45.2876,
49,5,468,147,0.15445,0.416768,22.7546,45.6438,
50,5,468,148,0.165746,0.411079,22.8773,45.8219,15,524,144,0,0,20.9978,43.0609,
51,5,468,148,0.168856,0.3949,22.9387,45.9109,15,523,144,-0.333444,-0.333444,20.9989,43.0304,
52,5,469,148,0.168856,0.3949,22.9387,45.9109,15,523,144,-0.208181,0.0422015,21.4995,43.5152,
53,5,468,149,0.126687,0.388145,22.9693,45.9555,15,522,144,-0.409751,0.0458079,21.2497,43.2576,
54,5,468,149,0.0950205,0.433527,22.9847,45.9777,15,522,145,-0.215128,0.0407401,21.6249,44.1288,
55,5,468,150,0.0701859,0.452401,22.9923,45.9889,15,522,145,-0.223411,0.0870481,21.8124,44.0644,18,809,91,0,0,25.1974,51.2716,
56,5,468,151,0.0359957,0.424788,22.4962,44.9944,15,521,145,-0.208332,0.0998429,21.9062,44.0322,18,809,90,0,-0.833611,24.5987,49.6358,
57,5,468,151,0.0359957,0.424788,22.4962,44.9944,15,522,145,-0.118387,0.0991599,21.9531,44.0161,18,809,89,0.125187,-0.95859,23.7993,48.3179,
58,5,468,152,-0.0290629,0.471195,22.2481,44.4972,15,522,146,-0.064541,0.179402,21.9766,44.508,18,810,88,0.501538,-0.726507,23.3997,47.159,
59,5,468,153,-0.0290629,0.471195,22.2481,44.4972,15,522,146,-0.0311485,0.190733,21.9883,44.254,18,811,89,0.555576,-0.483966,23.1998,47.0795,
60,5,468,153,-0.0419739,0.544201,22.124,45.2486,15,522,146,-0.00993014,0.210969,21.9941,44.627,18,812,89,0.570327,-0.288201,23.5999,47.5397,
61,5,468,154,-0.0419739,0.544201,22.124,45.2486,15,523,146,0.0233482,0.234964,22.4971,45.3135,18,812,89,0.570843,-0.262845,23.3,46.7699,
62,5,468,154,0.00614162,0.484255,22.562,45.6243,15,524,147,0.0622027,0.260153,22.2485,45.1568,18,813,88,0.566239,-0.198448,23.65,47.8849,
63,5,468,154,0.00614162,0.484255,22.562,45.6243,15,524,147,0.0864115,0.285239,22.1243,45.5784,18,813,88,0.566239,-0.198448,23.65,47.8849,
64,5,468,155,0.00614162,0.484255,22.562,45.6243,15,524,148,0.100561,0.325427,22.0621,44.7892,18,815,87,0.586764,-0.357096,22.325,44.9425,
65,5,468,155,0.00614162,0.484255,22.562,45.6243,15,524,148,0.107627,0.329069,22.0311,44.8946,18,815,87,0.616727,-0.361812,21.6625,43.4712,
66,5,467,156,0.000420379,0.525739,21.781,43.8122,15,525,149,0.15388,0.336775,22.5155,45.4473,18,815,86,0.616727,-0.361812,21.6625,43.4712,
67,5,467,157,0.000420379,0.525739,21.781,43.8122,15,524,149,0.183805,0.318346,21.7578,44.2236,18,816,86,0.616727,-0.361812,21.6625,43.4712,
68,5,467,157,0.000420379,0.525739,21.781,43.8122,15,525,149,0.172666,0.295421,21.3789,43.6118,18,817,87,0.568196,-0.159636,24.8312,49.7356,
69,5,468,158,0.0182319,0.502983,20.8905,42.4061,15,525,149,0.173417,0.283758,21.6894,43.8059,18,817,87,0.568196,-0.159636,24.8312,49.7356,
70,5,468,159,0.0182319,0.502983,20.8905,42.4061,15,525,149,0.169139,0.266886,21.8447,43.903,18,817,88,0.517365,-0.112957,24.9156,50.3678,
71,5,467,159,0.00706087,0.510116,19.9453,40.203,15,525,149,0.147179,0.260406,22.4224,45.4515,18,817,89,0.474721,-0.0689713,24.9578,50.1839,
72,5,467,160,0.00706087,0.510116,19.9453,40.203,15,525,150,0.153978,0.220294,21.7112,44.2257,18,818,88,0.51226,-0.0410084,26.4789,53.092,
73,5,468,160,0.0179111,0.477887,20.9726,42.1015,15,525,150,0.141031,0.210959,21.8556,44.6129,18,818,88,0.479081,-0.0789588,25.7395,51.546,22,720,455,0,0,25.8419,52.4545,
74,5,468,160,0.00788015,0.430138,20.9863,42.5508,15,525,149,0.140992,0.197851,21.4278,43.8064,18,818,88,0.479081,-0.0789588,25.7395,51.546,22,720,455,0,0,25.8419,52.4545,
75,5,468,160,0.00123816,0.387302,20.9932,42.7754,15,525,150,0.123107,0.196101,21.7139,43.9032,18,820,88,0.550644,-0.0727404,25.3697,50.773,22,722,456,0.735743,0.441446,27.421,55.2272,
76,5,467,160,-0.00344565,0.388058,21.9966,44.3877,15,525,150,0.105801,0.189278,21.8569,44.9516,18,820,88,0.565672,-0.111711,25.6849,50.8865,22,723,457,0.955486,0.773905,27.7105,55.6136,
77,5,468,160,-0.00680678,0.377995,22.4983,45.1938,15,526,150,0.103363,0.220522,22.4285,45.9758,18,821,88,0.574269,-0.121284,25.3424,50.4432,22,724,458,0.955486,0.773905,27.7105,55.6136,
78,5,468,161,0.0320155,0.387427,23.2491,46.5969,15,526,151,0.098589,0.238616,22.7142,46.4879,18,822,87,0.592521,-0.124849,25.1712,50.2216,22,725,455,0.758881,-0.0886511,28.8552,58.3068,
79,5,468,161,0.0195496,0.383977,22.1246,44.2985,15,526,152,0.092136,0.259943,22.8571,46.2439,18,823,87,0.589693,-0.124042,25.0856,50.1108,22,725,455,0.758881,-0.0886511,28.8552,58.3068,
80,5,468,162,0.0232987,0.384541,22.0623,44.6492,15,526,152,0.0985042,0.269238,22.4286,45.122,18,823,87,0.598941,-0.11998,25.0428,50.0554,22,727,458,0.898317,0.328989,26.9276,54.1534,
81,5,469,162,0.0537718,0.374132,22.0311,44.8246,15,525,152,0.0867521,0.268939,21.7143,43.561,18,824,87,0.598941,-0.11998,25.0428,50.0554,22,728,458,0.898317,0.328989,26.9276,54.1534,
82,5,469,162,0.0475665,0.3838,22.0156,44.9123,15,525,152,0.0473312,0.247265,21.3571,43.2805,18,824,87,0.598941,-0.11998,25.0428,50.0554,22,729,458,0.898317,0.328989,26.9276,54.1534,
83,5,469,163,0.0698856,0.366125,22.0078,44.4562,15,525,152,0.0572595,0.265382,21.6786,43.6402,18,825,87,0.598941,-0.11998,25.0428,50.0554,22,730,459,0.898317,0.328989,26.9276,54.1534,
84,5,469,163,0.0851825,0.370519,23.0039,46.2281,15,525,152,0.0354866,0.272037,21.8393,43.8201,18,826,87,0.598941,-0.11998,25.0428,50.0554,22,731,459,0.898317,0.328989,26.9276,54.1534,
85,5,469,164,0.0803194,0.363349,22.0019,44.114,15,525,153,0.0176112,0.297489,21.9196,43.9101,18,826,87,0.542902,-0.0425285,24.5214,49.0277,22,731,459,0.898317,0.328989,26.9276,54.1534,
86,5,468,163,0.0742775,0.361703,21.501,43.557,15,525,154,-0.0246151,0.267136,21.9598,44.455,18,826,87,0.542902,-0.0425285,24.5214,49.0277,22,731,465,0.84341,0.886437,27.9638,56.0767,
87,5,469,164,0.0959088,0.364361,22.2505,44.7785,15,525,154,-0.0288178,0.277947,21.9799,44.2275,18,827,87,0.542902,-0.0425285,24.5214,49.0277,22,732,467,0.818928,1.00785,28.9819,58.5384,
88,5,469,164,0.109877,0.384412,23.6252,47.3893,15,525,153,-0.0452067,0.222863,22.49,45.1138,18,828,87,0.542902,-0.0425285,24.5214,49.0277,22,733,468,0.815049,1.00605,31.491,63.2692,
89,5,469,165,0.103432,0.389026,23.8126,47.6946,15,525,152,-0.0287989,0.0067603,29.745,59.5569,18,828,87,0.542902,-0.0425285,24.5214,49.0277,22,734,468,0.788293,0.944513,32.7455,65.6346,
90,5,469,166,0.123704,0.395712,23.9063,48.3473,15,525,151,-0.0152675,-0.188929,33.3725,66.7784,18,829,87,0.542902,-0.0425285,24.5214,49.0277,22,734,469,0.791021,0.962606,32.8727,65.8173,
91,5,470,166,0.16397,0.431891,24.9532,50.1737,15,525,150,-0.0182735,-0.168334,30.6862,61.3892,18,829,87,0.542902,-0.0425285,24.5214,49.0277,22,735,471,0.81244,0.976432,33.4364,66.9086,
92,5,470,166,0.190493,0.419719,23.4766,47.0868,15,525,149,-0.00616985,-0.286948,34.8431,69.6946,18,830,87,0.542902,-0.0425285,24.5214,49.0277,22,737,472,0.819807,1.01472,32.2182,64.4543,
93,5,470,167,0.205676,0.412551,23.7383,48.0434,15,525,147,0.031247,-0.426688,35.9216,71.8473,18,830,87,0.542902,-0.0425285,24.5214,49.0277,22,737,473,0.816626,1.00223,31.1091,62.7272,
94,5,471,167,0.239618,0.395478,23.8691,48.5217,15,526,147,0.0315514,-0.467507,36.4608,72.9237,18,830,86,0.512041,-0.101768,23.2607,47.0139,22,738,473,0.819265,0.978602,30.5545,61.3636,
95,5,471,168,0.239618,0.395478,23.8691,48.5217,15,525,149,0.0309087,-0.179755,29.7304,59.4618,18,831,86,0.512041,-0.101768,23.2607,47.0139,22,738,475,0.812342,1.00299,29.7773,60.1818,
